# Written on 11Apr2024 at 15:14:19 
# Input file comment: k-mesh for interpolation of KRrBr2
#  Kpt_idx  K_x (1/ang)       K_y (1/ang)        K_z (1/ang)       Energy (eV)      EnergyDer_x       EnergyDer_y       EnergyDer_z
       467 -0.3051497199      0.6102994398      0.3051497199       1.409850507     -0.8197823212      0.1350593476      0.8197818603    
       467 -0.3051497199      0.6102994398      0.3051497199       1.678083356       1.087893400     -0.9011338123E-01  -1.087890307    
       467 -0.3051497199      0.6102994398      0.3051497199       1.789041492       1.009501716      0.4744243077      -1.009505318    
       467 -0.3051497199      0.6102994398      0.3051497199       2.054941413      0.2511470428       1.707514066     -0.2511474427    
       468 -0.3814371498      0.6865868697      0.2288622899      0.9136538189     -0.8681190093     -0.5925182069      0.4624839918    
       468 -0.3814371498      0.6865868697      0.2288622899       1.039900581      0.8058837659     -0.1829807481       1.439826278    
       468 -0.3814371498      0.6865868697      0.2288622899       1.531910022      -1.472454760      0.1279945435     -0.2650453512    
       468 -0.3814371498      0.6865868697      0.2288622899       1.567728191       1.456897804     -0.2077548278E-01 -0.1131056722    
       468 -0.3814371498      0.6865868697      0.2288622899       1.936893000     -0.1587411480      0.1360953072      -1.995790492    
       468 -0.3814371498      0.6865868697      0.2288622899       2.151510315      0.3224290567      0.9140050293     -0.1645308060    
       469 -0.4577245798      0.7628742997      0.1525748599      0.8435753600      0.8752416084      0.6543651382E-06   1.213768757    
       469 -0.4577245798      0.7628742997      0.1525748599      0.9551582476     -0.9115035797     -0.1100689207E-05  0.1764332707    
       469 -0.4577245798      0.7628742997      0.1525748599       1.431409123       1.760139890      0.4144881809E-06 -0.1055995480    
       469 -0.4577245798      0.7628742997      0.1525748599       1.712277986      -2.028473230      0.3488314507E-06 -0.1926085272    
       469 -0.4577245798      0.7628742997      0.1525748599       2.103171023     -0.3114406918      0.5517090680E-06  -1.681995131    
       469 -0.4577245798      0.7628742997      0.1525748599       2.167479947      0.3711200753      0.7732652137E-06 -0.6208426426E-01
       470 -0.5340120098      0.8391617297      0.7628742997E-01  0.7092242877      0.8720196796      0.2745326646      0.6859169626    
       470 -0.5340120098      0.8391617297      0.7628742997E-01   1.041817803     -0.9506738063      0.4373971509      0.2134490494E-01
       470 -0.5340120098      0.8391617297      0.7628742997E-01   1.309265176       1.411029569     -0.1972835914     -0.6915429419E-01
       470 -0.5340120098      0.8391617297      0.7628742997E-01   1.869178610      -1.793636437      0.1668470945E-01 -0.5482118148E-01
       470 -0.5340120098      0.8391617297      0.7628742997E-01   2.113179457      0.3143538118     -0.7511569952     -0.2631820981E-01
       470 -0.5340120098      0.8391617297      0.7628742997E-01   2.228926848     -0.3406121562     -0.1100734513     -0.9862068204    
       471  0.2288622899      0.2288622899      0.8391617297      0.7875077904      0.7176142617      0.7176129607      0.6558595879    
       471  0.2288622899      0.2288622899      0.8391617297       1.121588087      0.8674704105E-01  0.8674885520E-01  0.1162488332    
       471  0.2288622899      0.2288622899      0.8391617297       1.304227237      0.6569676165      0.6569676656     -0.7848415297E-01
       471  0.2288622899      0.2288622899      0.8391617297       1.836737959      -1.014522575      -1.014521932      0.3058907285E-01
       471  0.2288622899      0.2288622899      0.8391617297       1.946651672     -0.7169107052     -0.7169096277     -0.1787623534    
       471  0.2288622899      0.2288622899      0.8391617297       2.198512165     -0.2728621053     -0.2728610634     -0.9642987967    
       472  0.1525748599      0.3051497199      0.7628742997      0.7835665770      0.4419832134      0.9737739220     -0.8523769846E-06
       472  0.1525748599      0.3051497199      0.7628742997       1.014608688      0.8992694767     -0.9922723229      0.2720276125E-05
       472  0.1525748599      0.3051497199      0.7628742997       1.414013425     -0.2757205045       1.753583061     -0.7819285060E-06
       472  0.1525748599      0.3051497199      0.7628742997       1.725796432     -0.4945013378E-01  -1.976617671     -0.2338522550E-06
       472  0.1525748599      0.3051497199      0.7628742997       2.055484275      -1.419247578      0.2868493841     -0.1348564470E-05
       472  0.1525748599      0.3051497199      0.7628742997       2.227150272     -0.1617251116     -0.3852867190      0.1794681163E-05
       473  0.7628742997E-01  0.3814371498      0.6865868697      0.8407885012      0.4107501733      0.5524297771E-05 -0.4107480356    
       473  0.7628742997E-01  0.3814371498      0.6865868697      0.9032060917      0.3235235222     -0.4960551166E-05 -0.3235276960    
       473  0.7628742997E-01  0.3814371498      0.6865868697       1.567776773     -0.1451333576      0.8243168773E-05  0.1451310333    
       473  0.7628742997E-01  0.3814371498      0.6865868697       1.577366044     -0.2468564979E-01 -0.5347303295E-05  0.2469174694E-01
       473  0.7628742997E-01  0.3814371498      0.6865868697       2.168113349     -0.4223848860      0.7500043923E-05  0.4223675206    
       473  0.7628742997E-01  0.3814371498      0.6865868697       2.171761003     -0.5144793717     -0.4598572251E-05  0.5144988676    
       474 -0.8326672685E-16  0.4577245798      0.6102994398      0.7835667016      0.1784707440E-05 -0.9737702134     -0.4419790535    
       474 -0.8326672685E-16  0.4577245798      0.6102994398       1.014608670     -0.1600004914E-05  0.9922714385     -0.8992731458    
       474 -0.8326672685E-16  0.4577245798      0.6102994398       1.414013483     -0.6097953678E-06  -1.753580701      0.2757217201    
       474 -0.8326672685E-16  0.4577245798      0.6102994398       1.725796462     -0.1836834474E-05   1.976617702      0.4945093635E-01
       474 -0.8326672685E-16  0.4577245798      0.6102994398       2.055484275      0.8547184919E-06 -0.2868498328       1.419250952    
       474 -0.8326672685E-16  0.4577245798      0.6102994398       2.227150171      0.1794057341E-06  0.3852849487      0.1617238480    
       475 -0.7628742997E-01  0.5340120098      0.5340120098      0.7875078102     -0.6558577204     -0.7176092889     -0.7176088594    
       475 -0.7628742997E-01  0.5340120098      0.5340120098       1.121588079     -0.1162428462     -0.8675018844E-01 -0.8674941761E-01
       475 -0.7628742997E-01  0.5340120098      0.5340120098       1.304227216      0.7848699263E-01 -0.6569637207     -0.6569652980    
       475 -0.7628742997E-01  0.5340120098      0.5340120098       1.836737989     -0.3058662203E-01   1.014521559       1.014523204    
       475 -0.7628742997E-01  0.5340120098      0.5340120098       1.946651661      0.1787606792      0.7169157496      0.7169128237    
       475 -0.7628742997E-01  0.5340120098      0.5340120098       2.198512036      0.9642986502      0.2728669894      0.2728649289    
       476 -0.1525748599      0.6102994398      0.4577245798      0.8793555641      -1.228432405     -0.4382777438     -0.8741310417    
       476 -0.1525748599      0.6102994398      0.4577245798       1.030682490     -0.2017155728     -0.9521743607      0.8737335748    
       476 -0.1525748599      0.6102994398      0.4577245798       1.407076072      0.8499121959E-01  0.2719779742      -1.788002608    
       476 -0.1525748599      0.6102994398      0.4577245798       1.714011011      0.1542808826     -0.8678477997E-02   2.055433969    
       476 -0.1525748599      0.6102994398      0.4577245798       2.042238171      0.1983599411       1.504910836     -0.2582016734    
       476 -0.1525748599      0.6102994398      0.4577245798       2.089516570       1.650269328      0.1908007757      0.2843629494    
       477 -0.2288622899      0.6865868697      0.3814371498      0.9136538200     -0.4624854017     -0.5925195143      0.8681158947    
       477 -0.2288622899      0.6865868697      0.3814371498       1.039900546      -1.439827178     -0.1829779200     -0.8058779699    
       477 -0.2288622899      0.6865868697      0.3814371498       1.531910062      0.2650490363      0.1279958283       1.472454873    
       477 -0.2288622899      0.6865868697      0.3814371498       1.567728134      0.1131008153     -0.2077494766E-01  -1.456907692    
       477 -0.2288622899      0.6865868697      0.3814371498       1.936892996       1.995793411      0.1360951095      0.1587461746    
       477 -0.2288622899      0.6865868697      0.3814371498       2.151510311      0.1645270658      0.9140032533     -0.3224264106    
       478 -0.3051497199      0.7628742997      0.3051497199      0.8726526177     -0.6865177627     -0.6774789261E-06  0.6865180183    
       478 -0.3051497199      0.7628742997      0.3051497199       1.150529696     -0.4008552489      0.7246195029E-06  0.4008549947    
       478 -0.3051497199      0.7628742997      0.3051497199       1.421026929     -0.8303046908     -0.1961863207E-06  0.8303026162    
       478 -0.3051497199      0.7628742997      0.3051497199       1.670350657       1.126089964      0.4270326652E-07  -1.126078761    
       478 -0.3051497199      0.7628742997      0.3051497199       1.826759386      0.9626653473     -0.5482127676E-05 -0.9626746226    
       478 -0.3051497199      0.7628742997      0.3051497199       2.194356801      0.2546605223      0.2224337009E-05 -0.2546612529    
       479 -0.3814371498      0.8391617297      0.2288622899      0.9136538171     -0.8681163223      0.5925199673      0.4624850163    
       479 -0.3814371498      0.8391617297      0.2288622899       1.039900542      0.8058827076      0.1829781598       1.439827439    
       479 -0.3814371498      0.8391617297      0.2288622899       1.531910019      -1.472442200     -0.1279957157     -0.2650599661    
       479 -0.3814371498      0.8391617297      0.2288622899       1.567728230       1.456886593      0.2077634389E-01 -0.1130914814    
       479 -0.3814371498      0.8391617297      0.2288622899       1.936893029     -0.1587487642     -0.1360942934      -1.995790689    
       479 -0.3814371498      0.8391617297      0.2288622899       2.151510431      0.3224307861     -0.9140046574     -0.1645301144    
       480 -0.4577245798      0.9154491596      0.1525748599      0.8793555886      0.8741338206      0.4382813799       1.228429171    
       480 -0.4577245798      0.9154491596      0.1525748599       1.030682503     -0.8737393653      0.9521722421      0.2017156415    
       480 -0.4577245798      0.9154491596      0.1525748599       1.407076094       1.788002664     -0.2719783005     -0.8498724796E-01
       480 -0.4577245798      0.9154491596      0.1525748599       1.714011031      -2.055431985      0.8679825975E-02 -0.1542802163    
       480 -0.4577245798      0.9154491596      0.1525748599       2.042238217      0.2582055983      -1.504909237     -0.1983628724    
       480 -0.4577245798      0.9154491596      0.1525748599       2.089516586     -0.2843634949     -0.1908016344      -1.650266977    
       481  0.3051497199      0.3051497199      0.9154491596      0.9660252640      0.6586495957      0.6586544117       1.199218331    
       481  0.3051497199      0.3051497199      0.9154491596       1.181298470      0.4690185501      0.4690104240      0.3902534634    
       481  0.3051497199      0.3051497199      0.9154491596       1.409850816      0.8197794396      0.8197880455     -0.1350601141    
       481  0.3051497199      0.3051497199      0.9154491596       1.678083585      -1.087890898      -1.087891821      0.9011650273E-01
       481  0.3051497199      0.3051497199      0.9154491596       1.789041592      -1.009506687      -1.009505617     -0.4744166281    
       481  0.3051497199      0.3051497199      0.9154491596       2.054941832     -0.2511469596     -0.2511478351      -1.707516564    
       482  0.2288622899      0.3814371498      0.8391617297      0.9136540143      0.4624861896      0.8681189977      0.5925225016    
       482  0.2288622899      0.3814371498      0.8391617297       1.039900838       1.439828231     -0.8058835170      0.1829762144    
       482  0.2288622899      0.3814371498      0.8391617297       1.531909657     -0.2650558925       1.472406862     -0.1279988572    
       482  0.2288622899      0.3814371498      0.8391617297       1.567728634     -0.1130922499      -1.456856222      0.2078025749E-01
       482  0.2288622899      0.3814371498      0.8391617297       1.936893201      -1.995793339      0.1587482327     -0.1360933599    
       482  0.2288622899      0.3814371498      0.8391617297       2.151510389     -0.1645283303     -0.3224309318     -0.9140049014    
       483  0.1525748599      0.4577245798      0.7628742997      0.8435753129       1.213768882     -0.8752420111      0.5520928248E-05
       483  0.1525748599      0.4577245798      0.7628742997      0.9551583458      0.1764319610      0.9115002351     -0.1369994698E-05
       483  0.1525748599      0.4577245798      0.7628742997       1.431409139     -0.1056047436      -1.760141769     -0.2216116472E-06
       483  0.1525748599      0.4577245798      0.7628742997       1.712277974     -0.1926116749       2.028471543      0.1279034932E-05
       483  0.1525748599      0.4577245798      0.7628742997       2.103171050      -1.681992943      0.3114373533     -0.5300103864E-06
       483  0.1525748599      0.4577245798      0.7628742997       2.167479917     -0.6208551170E-01 -0.3711200480      0.5046326965E-06
       484  0.7628742997E-01  0.5340120098      0.6865868697      0.7092242690      0.6859129006     -0.8720206798     -0.2745350271    
       484  0.7628742997E-01  0.5340120098      0.6865868697       1.041817804      0.2134255263E-01  0.9506766599     -0.4373901257    
       484  0.7628742997E-01  0.5340120098      0.6865868697       1.309265191     -0.6915702817E-01  -1.411034387      0.1972848769    
       484  0.7628742997E-01  0.5340120098      0.6865868697       1.869178600     -0.5481800557E-01   1.793640219     -0.1668582565E-01
       484  0.7628742997E-01  0.5340120098      0.6865868697       2.113179458     -0.2632119868E-01 -0.3143564495      0.7511575918    
       484  0.7628742997E-01  0.5340120098      0.6865868697       2.228926843     -0.9862117285      0.3406110862      0.1100752259    
       485   0.000000000      0.6102994398      0.6102994398      0.6589573926     -0.2993492446E-06 -0.6003983164     -0.6003979825    
       485   0.000000000      0.6102994398      0.6102994398       1.123600618     -0.1879111293E-05  0.1162423849      0.1162453808    
       485   0.000000000      0.6102994398      0.6102994398       1.222717802     -0.1416250360E-05 -0.4497706140     -0.4497729286    
       485   0.000000000      0.6102994398      0.6102994398       1.974263740      0.1529416233E-05  0.7791324499      0.7791345880    
       485   0.000000000      0.6102994398      0.6102994398       2.038522655      0.1350724045E-06  0.4253572085      0.4253557229    
       485   0.000000000      0.6102994398      0.6102994398       2.277164274     -0.6927597782E-06  0.2465907362      0.2465898008    
       486 -0.7628742997E-01  0.6865868697      0.5340120098      0.7092242895     -0.6859162652     -0.2745360385     -0.8720203350    
       486 -0.7628742997E-01  0.6865868697      0.5340120098       1.041817785     -0.2134241956E-01 -0.4373923444      0.9506768912    
       486 -0.7628742997E-01  0.6865868697      0.5340120098       1.309265187      0.6915437488E-01  0.1972811514      -1.411032390    
       486 -0.7628742997E-01  0.6865868697      0.5340120098       1.869178617      0.5481613583E-01 -0.1668600158E-01   1.793639762    
       486 -0.7628742997E-01  0.6865868697      0.5340120098       2.113179494      0.2631830654E-01  0.7511592864     -0.3143542756    
       486 -0.7628742997E-01  0.6865868697      0.5340120098       2.228926858      0.9862107369      0.1100711933      0.3406092649    
       487 -0.1525748599      0.7628742997      0.4577245798      0.8435753656      -1.213768648      0.2732024042E-05 -0.8752409444    
       487 -0.1525748599      0.7628742997      0.4577245798      0.9551582513     -0.1764311894     -0.3504432546E-06  0.9114994315    
       487 -0.1525748599      0.7628742997      0.4577245798       1.431409110      0.1056032039      0.2261949674E-05  -1.760138146    
       487 -0.1525748599      0.7628742997      0.4577245798       1.712277998      0.1926086159      0.3771828318E-06   2.028472193    
       487 -0.1525748599      0.7628742997      0.4577245798       2.103171070       1.681995274      0.7331020703E-06  0.3114394142    
       487 -0.1525748599      0.7628742997      0.4577245798       2.167479956      0.6208641046E-01  0.1336310771E-05 -0.3711179790    
       488 -0.2288622899      0.8391617297      0.3814371498      0.9136538003     -0.4624817032      0.5925180125      0.8681161208    
       488 -0.2288622899      0.8391617297      0.3814371498       1.039900541      -1.439828432      0.1829803006     -0.8058796197    
       488 -0.2288622899      0.8391617297      0.3814371498       1.531909952      0.2650572019     -0.1279950958       1.472439533    
       488 -0.2288622899      0.8391617297      0.3814371498       1.567728257      0.1130933578      0.2077536918E-01  -1.456885158    
       488 -0.2288622899      0.8391617297      0.3814371498       1.936892999       1.995794573     -0.1360929630      0.1587455998    
       488 -0.2288622899      0.8391617297      0.3814371498       2.151510322      0.1645278911     -0.9140055006     -0.3224282183    
       489 -0.3051497199      0.9154491596      0.3051497199      0.9660249557     -0.6586502818       1.199215188      0.6586493294    
       489 -0.3051497199      0.9154491596      0.3051497199       1.181297941     -0.4690158540      0.3902568264      0.4690144351    
       489 -0.3051497199      0.9154491596      0.3051497199       1.409850527     -0.8197823468     -0.1350604279      0.8197858721    
       489 -0.3051497199      0.9154491596      0.3051497199       1.678083513       1.087893300      0.9011494237E-01  -1.087892307    
       489 -0.3051497199      0.9154491596      0.3051497199       1.789041425       1.009506214     -0.4744181733      -1.009506631    
       489 -0.3051497199      0.9154491596      0.3051497199       2.054941520      0.2511455050      -1.707515155     -0.2511465361    
       490 -0.3814371498      0.9917365896      0.2288622899       1.077812277     -0.4362637182E-06   1.093750426       1.093743968    
       490 -0.3814371498      0.9917365896      0.2288622899       1.098096946      0.1079441369E-05  0.9397300727      0.9397283785    
       490 -0.3814371498      0.9917365896      0.2288622899       1.503668372      0.1402146285E-05 -0.2139650910     -0.2139663921    
       490 -0.3814371498      0.9917365896      0.2288622899       1.565582351     -0.3929706716E-05 -0.4627766570E-01 -0.4627948828E-01
       490 -0.3814371498      0.9917365896      0.2288622899       1.887823345     -0.2407226416E-05  -1.250436491      -1.250442681    
       490 -0.3814371498      0.9917365896      0.2288622899       1.920487818      0.7555825321E-06  -1.149052094      -1.149047884    
       491  0.3814371498      0.3814371498      0.9917365896       1.162721425      0.4771422516      0.4771420777       1.651239519    
       491  0.3814371498      0.3814371498      0.9917365896       1.322997791      0.8319348436      0.8319384872      0.6196713503    
       491  0.3814371498      0.3814371498      0.9917365896       1.483043421     -0.4422485286     -0.4422636822     -0.7355031784E-01
       491  0.3814371498      0.3814371498      0.9917365896       1.575114975      0.3505122236      0.3506857646      0.8483850714E-01
       491  0.3814371498      0.3814371498      0.9917365896       1.578537299      -1.115985742      -1.116153100     -0.6634710296    
       491  0.3814371498      0.3814371498      0.9917365896       1.868292183     -0.2148427253     -0.2148430266      -2.181130306    
       492  0.3051497199      0.4577245798      0.9154491596       1.067049423      0.3149024985      0.6174876460       1.105039106    
       492  0.3051497199      0.4577245798      0.9154491596       1.143699941       2.062426619     -0.5633896126      0.3965357039    
       492  0.3051497199      0.4577245798      0.9154491596       1.390525706     -0.1290214521      -1.851245183     -0.2059648356    
       492  0.3051497199      0.4577245798      0.9154491596       1.681956459     -0.2426070458       2.117476595      0.4170482064E-01
       492  0.3051497199      0.4577245798      0.9154491596       1.762703561      -2.325033870      0.1091464599     -0.2254848143    
       492  0.3051497199      0.4577245798      0.9154491596       2.017685143     -0.1839601856     -0.2241045782      -1.671585783    
       493  0.2288622899      0.5340120098      0.8391617297      0.9112277753       1.910975324     -0.6939217214      0.2466087128    
       493  0.2288622899      0.5340120098      0.8391617297       1.047386513      0.4751597454E-01  0.7161707141      0.5014730464    
       493  0.2288622899      0.5340120098      0.8391617297       1.289700179     -0.1783370660      -1.469737597     -0.1692456933    
       493  0.2288622899      0.5340120098      0.8391617297       1.852948449     -0.1538565721       1.944193732      0.4403286327E-01
       493  0.2288622899      0.5340120098      0.8391617297       1.963618151      -2.291491066      0.1673883967     -0.1000764281    
       493  0.2288622899      0.5340120098      0.8391617297       2.106214250     -0.6468635089E-01 -0.2532948871     -0.8497467568    
       494  0.1525748599      0.6102994398      0.7628742997      0.7217787047       1.419935467     -0.5994298764      0.6514873784E-06
       494  0.1525748599      0.6102994398      0.7628742997       1.085721205     -0.8763377279E-01  0.6627251396     -0.8856589699E-06
       494  0.1525748599      0.6102994398      0.7628742997       1.216194022     -0.1645872587     -0.9987797940      0.2436846909E-05
       494  0.1525748599      0.6102994398      0.7628742997       1.987834839     -0.3971662619E-01   1.422251112     -0.2345931451E-05
       494  0.1525748599      0.6102994398      0.7628742997       2.120589558     -0.2204088386E-02 -0.2215970024      0.1935185467E-06
       494  0.1525748599      0.6102994398      0.7628742997       2.143732803      -1.865176915      0.1969200804      0.1455466056E-05
       495  0.7628742997E-01  0.6865868697      0.6865868697      0.6144918608      0.7425426741     -0.3299130456     -0.3299110514    
       495  0.7628742997E-01  0.6865868697      0.6865868697       1.140896458     -0.6817015486E-01  0.1028343632      0.1028353019    
       495  0.7628742997E-01  0.6865868697      0.6865868697       1.167141037     -0.9587361425E-01 -0.2298570597     -0.2298558046    
       495  0.7628742997E-01  0.6865868697      0.6865868697       2.068126429      0.2012918062E-01  0.4242852737      0.4242884592    
       495  0.7628742997E-01  0.6865868697      0.6865868697       2.085121291     -0.8232450526E-02  0.2104414603      0.2104471135    
       495  0.7628742997E-01  0.6865868697      0.6865868697       2.266554762      -1.059721714      0.1336030029      0.1336024208    
       496 -0.5551115123E-16  0.7628742997      0.6102994398      0.6117268220      0.8845375534E-06  0.4897614928E-05 -0.6600011782    
       496 -0.5551115123E-16  0.7628742997      0.6102994398       1.092590133     -0.7516379552E-06 -0.3933317589E-05  0.7602511747    
       496 -0.5551115123E-16  0.7628742997      0.6102994398       1.229209848      0.3497700822E-05  0.3551253119E-05 -0.9760689806    
       496 -0.5551115123E-16  0.7628742997      0.6102994398       1.990851373      0.2327735758E-05  0.3992938029E-05   1.351511485    
       496 -0.5551115123E-16  0.7628742997      0.6102994398       2.119827877     -0.5317742565E-06  0.3135815539E-05 -0.2500771455    
       496 -0.5551115123E-16  0.7628742997      0.6102994398       2.296805348     -0.9187883757E-06 -0.5802471220E-06  0.2785572650    
       497 -0.7628742997E-01  0.8391617297      0.5340120098      0.7092243416     -0.6859147379      0.2745301811     -0.8720189124    
       497 -0.7628742997E-01  0.8391617297      0.5340120098       1.041817892     -0.2134270532E-01  0.4373964485      0.9506719628    
       497 -0.7628742997E-01  0.8391617297      0.5340120098       1.309265310      0.6915499079E-01 -0.1972847422      -1.411032003    
       497 -0.7628742997E-01  0.8391617297      0.5340120098       1.869178644      0.5482303427E-01  0.1668495531E-01   1.793636905    
       497 -0.7628742997E-01  0.8391617297      0.5340120098       2.113179647      0.2632182185E-01 -0.7511614601     -0.3143564324    
       497 -0.7628742997E-01  0.8391617297      0.5340120098       2.228926993      0.9862069941     -0.1100723848      0.3406095333    
       498 -0.1525748599      0.9154491596      0.4577245798      0.8793556015      -1.228428990      0.4382812082     -0.8741367290    
       498 -0.1525748599      0.9154491596      0.4577245798       1.030682514     -0.2017159367      0.9521690189      0.8737376295    
       498 -0.1525748599      0.9154491596      0.4577245798       1.407076061      0.8499003148E-01 -0.2719788252      -1.788003078    
       498 -0.1525748599      0.9154491596      0.4577245798       1.714011041      0.1542812939      0.8677514452E-02   2.055431787    
       498 -0.1525748599      0.9154491596      0.4577245798       2.042238192      0.1983666982      -1.504909713     -0.2582078040    
       498 -0.1525748599      0.9154491596      0.4577245798       2.089516586       1.650264548     -0.1908024025      0.2843678229    
       499 -0.2288622899      0.9917365896      0.3814371498       1.077812255      -1.093746505       1.093752931      0.3261047160E-05
       499 -0.2288622899      0.9917365896      0.3814371498       1.098096962     -0.9397303187      0.9397235939     -0.3916567623E-05
       499 -0.2288622899      0.9917365896      0.3814371498       1.503668270      0.2139612087     -0.2139633677     -0.6029241082E-05
       499 -0.2288622899      0.9917365896      0.3814371498       1.565582431      0.4628044171E-01 -0.4628011083E-01  0.2741059657E-05
       499 -0.2288622899      0.9917365896      0.3814371498       1.887823372       1.250441494      -1.250433170      0.3322239693E-05
       499 -0.2288622899      0.9917365896      0.3814371498       1.920487763       1.149049203      -1.149056390     -0.3629686638E-05
       500 -0.3051497199       1.068024020      0.3051497199       1.220825220     -0.5584744739       2.027478951      0.5584774088    
       500 -0.3051497199       1.068024020      0.3051497199       1.262111057     -0.6548442448      0.6348094371      0.6548410230    
       500 -0.3051497199       1.068024020      0.3051497199       1.384737993     -0.8347738458     -0.1781242799      0.8347761052    
       500 -0.3051497199       1.068024020      0.3051497199       1.683050639      0.8728358122      -1.235533615     -0.8728307944    
       500 -0.3051497199       1.068024020      0.3051497199       1.693201734       1.030730835      0.9425766163E-01  -1.030730199    
       500 -0.3051497199       1.068024020      0.3051497199       1.741917438      0.4725720712      -1.789269032     -0.4725776753    
       501 -0.3814371498     -0.3814371498      0.3814371498       1.394582531      0.1640097424E-05  0.4232066311E-05  0.9807050652E-06
       501 -0.3814371498     -0.3814371498      0.3814371498       1.429039999     -0.3677879477E-05 -0.1108603892E-05 -0.1823665878E-05
       501 -0.3814371498     -0.3814371498      0.3814371498       1.477011044      0.5549507190E-05  0.4281609008E-05  0.2326432978E-05
       501 -0.3814371498     -0.3814371498      0.3814371498       1.477011599     -0.1017856689E-05 -0.8391144162E-06  0.2066394943E-05
       501 -0.3814371498     -0.3814371498      0.3814371498       1.582138042     -0.1244032315E-05 -0.6548409162E-06  0.2106978545E-05
       501 -0.3814371498     -0.3814371498      0.3814371498       1.582138699      0.1931886671E-06 -0.6703804132E-05 -0.2604149267E-05
       502 -0.4577245798     -0.3051497199      0.3051497199       1.220825285       2.027476561     -0.5584775459      0.5584747739    
       502 -0.4577245798     -0.3051497199      0.3051497199       1.262111028      0.6348103845     -0.6548443707      0.6548436440    
       502 -0.4577245798     -0.3051497199      0.3051497199       1.384737823     -0.1781227994     -0.8347756624      0.8347770269    
       502 -0.4577245798     -0.3051497199      0.3051497199       1.683050808      -1.235540541      0.8728353443     -0.8728328074    
       502 -0.4577245798     -0.3051497199      0.3051497199       1.693201834      0.9425742517E-01   1.030728586      -1.030728282    
       502 -0.4577245798     -0.3051497199      0.3051497199       1.741917206      -1.789268597      0.4725735216     -0.4725723826    
       503 -0.5340120098     -0.2288622899      0.2288622899      0.9803562896       1.821707920     -0.6235310558      0.6235293884    
       503 -0.5340120098     -0.2288622899      0.2288622899       1.154337879      0.2961968444     -0.2807187914      0.2807210686    
       503 -0.5340120098     -0.2288622899      0.2288622899       1.282406291     -0.1951591841     -0.6769829978      0.6769849675    
       503 -0.5340120098     -0.2288622899      0.2288622899       1.844529336      0.6322204629E-01  0.9936524076     -0.9936549827    
       503 -0.5340120098     -0.2288622899      0.2288622899       1.892056942     -0.6786815093      0.8299240498     -0.8299313202    
       503 -0.5340120098     -0.2288622899      0.2288622899       1.943679235      -2.016030677      0.2621817985     -0.2621765947    
       504 -0.6102994398     -0.1525748599      0.1525748599      0.7654341714       1.373029367     -0.5538326834      0.5538354238    
       504 -0.6102994398     -0.1525748599      0.1525748599       1.125468483      0.2205777707E-01  0.2006612787E-01 -0.2007617254E-01
       504 -0.6102994398     -0.1525748599      0.1525748599       1.209514107     -0.1662459856     -0.4591213521      0.4591199223    
       504 -0.6102994398     -0.1525748599      0.1525748599       1.977546386      0.3930830246E-01  0.7749059011     -0.7749071353    
       504 -0.6102994398     -0.1525748599      0.1525748599       2.025820134     -0.1673570688      0.5153991169     -0.5153974674    
       504 -0.6102994398     -0.1525748599      0.1525748599       2.128083068      -1.821522787      0.1951861967     -0.1951894504    
       505 -0.6865868697     -0.7628742997E-01  0.7628742997E-01  0.6144919243      0.7425399860     -0.3299140073      0.3299125833    
       505 -0.6865868697     -0.7628742997E-01  0.7628742997E-01   1.140896472     -0.6816579805E-01  0.1028374666     -0.1028375563    
       505 -0.6865868697     -0.7628742997E-01  0.7628742997E-01   1.167141039     -0.9587313474E-01 -0.2298573188      0.2298575314    
       505 -0.6865868697     -0.7628742997E-01  0.7628742997E-01   2.068126496      0.2012621583E-01  0.4242904620     -0.4242908066    
       505 -0.6865868697     -0.7628742997E-01  0.7628742997E-01   2.085121328     -0.8235653188E-02  0.2104434553     -0.2104472051    
       505 -0.6865868697     -0.7628742997E-01  0.7628742997E-01   2.266554820      -1.059718441      0.1336045865     -0.1336023903    
       506 -0.7628742997       0.000000000       0.000000000      0.5598595037     -0.9971783272E-06  0.3204402652E-06 -0.6113412312E-06
       506 -0.7628742997       0.000000000       0.000000000       1.153357773      0.3420818581E-06 -0.2301475306E-06  0.7144900417E-06
       506 -0.7628742997       0.000000000       0.000000000       1.153357776      0.5764559065E-07  0.3353111080E-06  0.7285985901E-06
       506 -0.7628742997       0.000000000       0.000000000       2.100205068     -0.1398399965E-06 -0.5887986631E-06  0.1539145119E-05
       506 -0.7628742997       0.000000000       0.000000000       2.100205073     -0.9080488526E-06  0.1396580724E-06  0.1628658481E-05
       506 -0.7628742997       0.000000000       0.000000000       2.318940048     -0.1946033562E-05  0.5406992754E-06  0.2707288217E-05
       507 -0.8391617297      0.7628742997E-01 -0.7628742997E-01  0.6144918732     -0.7425395199      0.3299112443     -0.3299118311    
       507 -0.8391617297      0.7628742997E-01 -0.7628742997E-01   1.140896468      0.6816462246E-01 -0.1028362234      0.1028374197    
       507 -0.8391617297      0.7628742997E-01 -0.7628742997E-01   1.167141034      0.9587366578E-01  0.2298566887     -0.2298581903    
       507 -0.8391617297      0.7628742997E-01 -0.7628742997E-01   2.068126440     -0.2012902799E-01 -0.4242900352      0.4242910793    
       507 -0.8391617297      0.7628742997E-01 -0.7628742997E-01   2.085121312      0.8235333024E-02 -0.2104445770      0.2104463074    
